microbe,metabolite,edge_type
"Odoribacter splanchnicus 1651/6, DSM 20712",Uridine,consumption
"Odoribacter splanchnicus 1651/6, DSM 20712",L-valine,consumption
"Bacteroides plebeius M12, DSM 17135","(S)-propane-1,2-diol",production
"Bacteroides plebeius M12, DSM 17135",acetate,production
"Bacteroides plebeius M12, DSM 17135",Adenosine,production
"Bacteroides plebeius M12, DSM 17135",Adenosylcobalamin,production
"Bacteroides plebeius M12, DSM 17135",L-arabinose,production
"Bacteroides plebeius M12, DSM 17135",L-argininium(1+),production
"Bacteroides plebeius M12, DSM 17135",L-asparagine,production
"Bacteroides plebeius M12, DSM 17135",Biotin,production
"Bacteroides plebeius M12, DSM 17135",cellobiose,production
"Bacteroides plebeius M12, DSM 17135",Cytidine,production
"Bacteroides plebeius M12, DSM 17135",laurate,production
"Bacteroides plebeius M12, DSM 17135",Formate,production
"Bacteroides plebeius M12, DSM 17135",D-Galacturonate,production
"Bacteroides plebeius M12, DSM 17135",D-glucose,production
"Bacteroides plebeius M12, DSM 17135",D-glucuronate,production
"Bacteroides plebeius M12, DSM 17135",Guanosine,production
"Bacteroides plebeius M12, DSM 17135",Hydrogen,production
"Bacteroides plebeius M12, DSM 17135",Hexadecanoate (n-C16:0),production
"Bacteroides plebeius M12, DSM 17135",Inosine,production
"Bacteroides plebeius M12, DSM 17135","Isobutyrate, 2-Methylpropanoate",production
"Bacteroides plebeius M12, DSM 17135","Isovalerate, 3-Methylbutanoate",production
"Bacteroides plebeius M12, DSM 17135",Lactose,production
"Bacteroides plebeius M12, DSM 17135",L-leucine,production
"Bacteroides plebeius M12, DSM 17135",L-lysinium(1+),production
"Bacteroides plebeius M12, DSM 17135",Maltose,production
"Bacteroides plebeius M12, DSM 17135",D-Mannose,production
"Bacteroides plebeius M12, DSM 17135",L-methionine,production
"Bacteroides plebeius M12, DSM 17135",Nicotinate,production
"Bacteroides plebeius M12, DSM 17135",Ammonium,production
"Bacteroides plebeius M12, DSM 17135",Nitrite,production
"Bacteroides plebeius M12, DSM 17135",octadecanoate (n-C18:0),production
"Bacteroides plebeius M12, DSM 17135",Ornithine,production
"Bacteroides plebeius M12, DSM 17135",propionate,production
"Bacteroides plebeius M12, DSM 17135",Putrescine,production
"Bacteroides plebeius M12, DSM 17135",Pyridoxal,production
"Bacteroides plebeius M12, DSM 17135",Raffinose,production
"Bacteroides plebeius M12, DSM 17135",L-Rhamnose,production
"Bacteroides plebeius M12, DSM 17135",Serine,production
"Bacteroides plebeius M12, DSM 17135",sulfate,production
"Bacteroides plebeius M12, DSM 17135",Spermidine,production
"Bacteroides plebeius M12, DSM 17135",Succinate,production
"Bacteroides plebeius M12, DSM 17135",Sucrose,production
"Bacteroides plebeius M12, DSM 17135",L-threonine,production
"Bacteroides plebeius M12, DSM 17135",Thymidine,production
"Bacteroides plebeius M12, DSM 17135",tetradecanoate (n-C14:0),production
"Bacteroides plebeius M12, DSM 17135",Urea,production
"Bacteroides plebeius M12, DSM 17135",Uridine,production
"Bacteroides plebeius M12, DSM 17135",L-valine,production
"Bacteroides plebeius M12, DSM 17135",Xanthine,production
Faecalibacterium prausnitzii SL3/3,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",production
Faecalibacterium prausnitzii SL3/3,acetaldehyde,production
Faecalibacterium prausnitzii SL3/3,N-acetyl-D-glucosamine,production
Faecalibacterium prausnitzii SL3/3,acetate,production
Faecalibacterium prausnitzii SL3/3,Adenosylcobalamin,production
Faecalibacterium prausnitzii SL3/3,L-alanine,production
Faecalibacterium prausnitzii SL3/3,D-glucose,production
Faecalibacterium prausnitzii SL3/3,L-arabinose,production
Faecalibacterium prausnitzii SL3/3,L-asparagine,production
Faecalibacterium prausnitzii SL3/3,L-aspartate(1-),production
Faecalibacterium prausnitzii SL3/3,Biotin,production
Faecalibacterium prausnitzii SL3/3,butyrate,production
Faecalibacterium prausnitzii SL3/3,cellobiose,production
Faecalibacterium prausnitzii SL3/3,Riboflavin,production
Faecalibacterium prausnitzii SL3/3,L-cysteine,production
Faecalibacterium prausnitzii SL3/3,ethanol,production
Faecalibacterium prausnitzii SL3/3,Folate,production
Faecalibacterium prausnitzii SL3/3,Formate,production
Faecalibacterium prausnitzii SL3/3,D-Fructose,production
Faecalibacterium prausnitzii SL3/3,D-Galactose,production
Faecalibacterium prausnitzii SL3/3,D-Galacturonate,production
Faecalibacterium prausnitzii SL3/3,D-Glucosamine,production
Faecalibacterium prausnitzii SL3/3,D-glucuronate,production
Faecalibacterium prausnitzii SL3/3,L-glutamine,production
Faecalibacterium prausnitzii SL3/3,L-glutamate(1-),production
Faecalibacterium prausnitzii SL3/3,Glycine,production
Faecalibacterium prausnitzii SL3/3,Glycerol,production
Faecalibacterium prausnitzii SL3/3,Guanine,production
Faecalibacterium prausnitzii SL3/3,L-histidine,production
Faecalibacterium prausnitzii SL3/3,L-isoleucine,production
Faecalibacterium prausnitzii SL3/3,L-leucine,production
Faecalibacterium prausnitzii SL3/3,L-lysinium(1+),production
Faecalibacterium prausnitzii SL3/3,Maltose,production
Faecalibacterium prausnitzii SL3/3,D-Mannose,production
Faecalibacterium prausnitzii SL3/3,Melibiose,production
Faecalibacterium prausnitzii SL3/3,methanol,production
Faecalibacterium prausnitzii SL3/3,L-methionine,production
Faecalibacterium prausnitzii SL3/3,D-Mannitol,production
Faecalibacterium prausnitzii SL3/3,Nicotinate,production
Faecalibacterium prausnitzii SL3/3,Ammonium,production
Faecalibacterium prausnitzii SL3/3,Phenylalanine,production
Faecalibacterium prausnitzii SL3/3,propionate,production
Faecalibacterium prausnitzii SL3/3,L-proline,production
Faecalibacterium prausnitzii SL3/3,Putrescine,production
Faecalibacterium prausnitzii SL3/3,Pyridoxal,production
Faecalibacterium prausnitzii SL3/3,Serine,production
Faecalibacterium prausnitzii SL3/3,sulfate,production
Faecalibacterium prausnitzii SL3/3,Spermidine,production
Faecalibacterium prausnitzii SL3/3,Succinate,production
Faecalibacterium prausnitzii SL3/3,Sucrose,production
Faecalibacterium prausnitzii SL3/3,Thiamin,production
Faecalibacterium prausnitzii SL3/3,L-threonine,production
Faecalibacterium prausnitzii SL3/3,Trehalose,production
Faecalibacterium prausnitzii SL3/3,L-tryptophan,production
Faecalibacterium prausnitzii SL3/3,L-tyrosine,production
Faecalibacterium prausnitzii SL3/3,uracil,production
Faecalibacterium prausnitzii SL3/3,L-valine,production
Bifidobacterium longum DJO10A,4-Aminobenzoate,production
Bifidobacterium longum DJO10A,acetaldehyde,production
Bifidobacterium longum DJO10A,N-acetyl-D-glucosamine,production
Bifidobacterium longum DJO10A,acetate,production
Bifidobacterium longum DJO10A,L-alanine,production
Bifidobacterium longum DJO10A,L-arabinose,production
Bifidobacterium longum DJO10A,D-Galactose,production
Bifidobacterium longum DJO10A,D-glucuronate,production
Bifidobacterium longum DJO10A,D-glucose,production
Bifidobacterium longum DJO10A,L-asparagine,production
Bifidobacterium longum DJO10A,L-aspartate(1-),production
Bifidobacterium longum DJO10A,Biotin,production
Bifidobacterium longum DJO10A,L-cysteine,production
Bifidobacterium longum DJO10A,laurate,production
Bifidobacterium longum DJO10A,ethanol,production
Bifidobacterium longum DJO10A,Folate,production
Bifidobacterium longum DJO10A,Formate,production
Bifidobacterium longum DJO10A,D-Fructose,production
Bifidobacterium longum DJO10A,D-Glucosamine,production
Bifidobacterium longum DJO10A,L-glutamine,production
Bifidobacterium longum DJO10A,L-glutamate(1-),production
Bifidobacterium longum DJO10A,Glycine,production
Bifidobacterium longum DJO10A,Glycerol,production
Bifidobacterium longum DJO10A,L-histidine,production
Bifidobacterium longum DJO10A,L-isoleucine,production
Bifidobacterium longum DJO10A,Lactose,production
Bifidobacterium longum DJO10A,L-leucine,production
Bifidobacterium longum DJO10A,L-lysinium(1+),production
Bifidobacterium longum DJO10A,Maltose,production
Bifidobacterium longum DJO10A,D-Mannose,production
Bifidobacterium longum DJO10A,L-methionine,production
Bifidobacterium longum DJO10A,D-Mannitol,production
Bifidobacterium longum DJO10A,Nicotinate,production
Bifidobacterium longum DJO10A,Ammonium,production
Bifidobacterium longum DJO10A,Ornithine,production
Bifidobacterium longum DJO10A,Phenylalanine,production
Bifidobacterium longum DJO10A,L-proline,production
Bifidobacterium longum DJO10A,Pyridoxal,production
Bifidobacterium longum DJO10A,Raffinose,production
Bifidobacterium longum DJO10A,D-ribose,production
Bifidobacterium longum DJO10A,Riboflavin,production
Bifidobacterium longum DJO10A,L-Rhamnose,production
Bifidobacterium longum DJO10A,Serine,production
Bifidobacterium longum DJO10A,sulfate,production
Bifidobacterium longum DJO10A,Succinate,production
Bifidobacterium longum DJO10A,Sucrose,production
Bifidobacterium longum DJO10A,Thiamin,production
Bifidobacterium longum DJO10A,L-threonine,production
Bifidobacterium longum DJO10A,Trehalose,production
Bifidobacterium longum DJO10A,L-tryptophan,production
Bifidobacterium longum DJO10A,L-tyrosine,production
Bifidobacterium longum DJO10A,L-valine,production
Bifidobacterium longum DJO10A,Xanthine,production
Bifidobacterium longum DJO10A,octadecanoate (n-C18:0),production
Bifidobacterium longum DJO10A,tetradecanoate (n-C14:0),production
Roseburia inulinivorans DSM 16841,"(S)-propane-1,2-diol",production
Roseburia inulinivorans DSM 16841,acetaldehyde,production
Roseburia inulinivorans DSM 16841,N-acetyl-D-glucosamine,production
Roseburia inulinivorans DSM 16841,acetate,production
Roseburia inulinivorans DSM 16841,Adenosylcobalamin,production
Roseburia inulinivorans DSM 16841,L-alanine,production
Roseburia inulinivorans DSM 16841,D-glucose,production
Roseburia inulinivorans DSM 16841,L-arabinose,production
Roseburia inulinivorans DSM 16841,L-asparagine,production
Roseburia inulinivorans DSM 16841,L-aspartate(1-),production
Roseburia inulinivorans DSM 16841,Biotin,production
Roseburia inulinivorans DSM 16841,butyrate,production
Roseburia inulinivorans DSM 16841,cellobiose,production
Roseburia inulinivorans DSM 16841,cytosine,production
Roseburia inulinivorans DSM 16841,L-cysteine,production
Roseburia inulinivorans DSM 16841,ethanol,production
Roseburia inulinivorans DSM 16841,Formate,production
Roseburia inulinivorans DSM 16841,D-Fructose,production
Roseburia inulinivorans DSM 16841,L-fucose,production
Roseburia inulinivorans DSM 16841,D-Galactose,production
Roseburia inulinivorans DSM 16841,L-glutamine,production
Roseburia inulinivorans DSM 16841,L-glutamate(1-),production
Roseburia inulinivorans DSM 16841,Glycine,production
Roseburia inulinivorans DSM 16841,Hydrogen,production
Roseburia inulinivorans DSM 16841,Hexadecanoate (n-C16:0),production
Roseburia inulinivorans DSM 16841,L-histidine,production
Roseburia inulinivorans DSM 16841,L-isoleucine,production
Roseburia inulinivorans DSM 16841,L-leucine,production
Roseburia inulinivorans DSM 16841,L-lysinium(1+),production
Roseburia inulinivorans DSM 16841,Maltose,production
Roseburia inulinivorans DSM 16841,Melibiose,production
Roseburia inulinivorans DSM 16841,L-methionine,production
Roseburia inulinivorans DSM 16841,Nicotinate,production
Roseburia inulinivorans DSM 16841,Ammonium,production
Roseburia inulinivorans DSM 16841,octadecanoate (n-C18:0),production
Roseburia inulinivorans DSM 16841,Phenylalanine,production
Roseburia inulinivorans DSM 16841,propionate,production
Roseburia inulinivorans DSM 16841,L-proline,production
Roseburia inulinivorans DSM 16841,Putrescine,production
Roseburia inulinivorans DSM 16841,Pyridoxal,production
Roseburia inulinivorans DSM 16841,D-ribose,production
Roseburia inulinivorans DSM 16841,Riboflavin,production
Roseburia inulinivorans DSM 16841,Serine,production
Roseburia inulinivorans DSM 16841,sulfate,production
Roseburia inulinivorans DSM 16841,Spermidine,production
Roseburia inulinivorans DSM 16841,Sucrose,production
Roseburia inulinivorans DSM 16841,Thiamin,production
Roseburia inulinivorans DSM 16841,L-threonine,production
Roseburia inulinivorans DSM 16841,L-tryptophan,production
Roseburia inulinivorans DSM 16841,tetradecanoate (n-C14:0),production
Roseburia inulinivorans DSM 16841,L-tyrosine,production
Roseburia inulinivorans DSM 16841,uracil,production
Roseburia inulinivorans DSM 16841,Urea,production
Roseburia inulinivorans DSM 16841,L-valine,production
Bifidobacterium animalis lactis AD011,acetaldehyde,production
Bifidobacterium animalis lactis AD011,acetate,production
Bifidobacterium animalis lactis AD011,Adenine,production
Bifidobacterium animalis lactis AD011,L-alanine,production
Bifidobacterium animalis lactis AD011,L-arabinose,production
Bifidobacterium animalis lactis AD011,L-asparagine,production
Bifidobacterium animalis lactis AD011,L-aspartate(1-),production
Bifidobacterium animalis lactis AD011,Biotin,production
Bifidobacterium animalis lactis AD011,L-cysteine,production
Bifidobacterium animalis lactis AD011,Cytidine,production
Bifidobacterium animalis lactis AD011,ethanol,production
Bifidobacterium animalis lactis AD011,L-argininium(1+),production
Bifidobacterium animalis lactis AD011,Formate,production
Bifidobacterium animalis lactis AD011,D-glucose,production
Bifidobacterium animalis lactis AD011,L-glutamine,production
Bifidobacterium animalis lactis AD011,L-glutamate(1-),production
Bifidobacterium animalis lactis AD011,Glycine,production
Bifidobacterium animalis lactis AD011,Glycerol,production
Bifidobacterium animalis lactis AD011,L-histidine,production
Bifidobacterium animalis lactis AD011,L-isoleucine,production
Bifidobacterium animalis lactis AD011,Lactose,production
Bifidobacterium animalis lactis AD011,L-leucine,production
Bifidobacterium animalis lactis AD011,L-lysinium(1+),production
Bifidobacterium animalis lactis AD011,Maltose,production
Bifidobacterium animalis lactis AD011,Melibiose,production
Bifidobacterium animalis lactis AD011,L-methionine,production
Bifidobacterium animalis lactis AD011,Nicotinate,production
Bifidobacterium animalis lactis AD011,Ammonium,production
Bifidobacterium animalis lactis AD011,Ornithine,production
Bifidobacterium animalis lactis AD011,Phenylalanine,production
Bifidobacterium animalis lactis AD011,L-proline,production
Bifidobacterium animalis lactis AD011,Pyridoxal,production
Bifidobacterium animalis lactis AD011,Raffinose,production
Bifidobacterium animalis lactis AD011,D-ribose,production
Bifidobacterium animalis lactis AD011,Riboflavin,production
Bifidobacterium animalis lactis AD011,Serine,production
Bifidobacterium animalis lactis AD011,sulfate,production
Bifidobacterium animalis lactis AD011,Succinate,production
Bifidobacterium animalis lactis AD011,Sucrose,production
Bifidobacterium animalis lactis AD011,L-threonine,production
Bifidobacterium animalis lactis AD011,L-tryptophan,production
Bifidobacterium animalis lactis AD011,L-tyrosine,production
Bifidobacterium animalis lactis AD011,uracil,production
Bifidobacterium animalis lactis AD011,Urea,production
Bifidobacterium animalis lactis AD011,L-valine,production
Bifidobacterium animalis lactis AD011,Xanthine,production
Haemophilus parainfluenzae T3T1,4-Aminobenzoate,production
Haemophilus parainfluenzae T3T1,acetaldehyde,production
Haemophilus parainfluenzae T3T1,N-acetyl-D-glucosamine,production
Haemophilus parainfluenzae T3T1,acetate,production
Haemophilus parainfluenzae T3T1,Adenosine,production
Haemophilus parainfluenzae T3T1,L-alanine,production
Haemophilus parainfluenzae T3T1,L-argininium(1+),production
Haemophilus parainfluenzae T3T1,L-asparagine,production
Haemophilus parainfluenzae T3T1,L-aspartate(1-),production
Haemophilus parainfluenzae T3T1,Choline,production
Haemophilus parainfluenzae T3T1,cytosine,production
Haemophilus parainfluenzae T3T1,L-cysteine,production
Haemophilus parainfluenzae T3T1,Cytidine,production
Haemophilus parainfluenzae T3T1,Citrate,production
Haemophilus parainfluenzae T3T1,Folate,production
Haemophilus parainfluenzae T3T1,Formate,production
Haemophilus parainfluenzae T3T1,D-Fructose,production
Haemophilus parainfluenzae T3T1,D-Galactose,production
Haemophilus parainfluenzae T3T1,D-Glucosamine,production
Haemophilus parainfluenzae T3T1,D-glucose,production
Haemophilus parainfluenzae T3T1,L-glutamine,production
Haemophilus parainfluenzae T3T1,L-glutamate(1-),production
Haemophilus parainfluenzae T3T1,Glycine,production
Haemophilus parainfluenzae T3T1,Glycerol,production
Haemophilus parainfluenzae T3T1,Guanine,production
Haemophilus parainfluenzae T3T1,Hexadecanoate (n-C16:0),production
Haemophilus parainfluenzae T3T1,L-histidine,production
Haemophilus parainfluenzae T3T1,L-isoleucine,production
Haemophilus parainfluenzae T3T1,Inosine,production
Haemophilus parainfluenzae T3T1,L-leucine,production
Haemophilus parainfluenzae T3T1,L-lysinium(1+),production
Haemophilus parainfluenzae T3T1,Maltose,production
Haemophilus parainfluenzae T3T1,D-Mannose,production
Haemophilus parainfluenzae T3T1,L-methionine,production
Haemophilus parainfluenzae T3T1,D-Mannitol,production
Haemophilus parainfluenzae T3T1,Nicotinate,production
Haemophilus parainfluenzae T3T1,Ammonium,production
Haemophilus parainfluenzae T3T1,octadecanoate (n-C18:0),production
Haemophilus parainfluenzae T3T1,Ornithine,production
Haemophilus parainfluenzae T3T1,Phenylalanine,production
Haemophilus parainfluenzae T3T1,propionate,production
Haemophilus parainfluenzae T3T1,Phenylpropanoate,production
Haemophilus parainfluenzae T3T1,L-proline,production
Haemophilus parainfluenzae T3T1,Putrescine,production
Haemophilus parainfluenzae T3T1,Pyridoxal,production
Haemophilus parainfluenzae T3T1,Serine,production
Haemophilus parainfluenzae T3T1,sulfate,production
Haemophilus parainfluenzae T3T1,Succinate,production
Haemophilus parainfluenzae T3T1,Sucrose,production
Haemophilus parainfluenzae T3T1,Thiamin,production
Haemophilus parainfluenzae T3T1,L-threonine,production
Haemophilus parainfluenzae T3T1,Thymidine,production
Haemophilus parainfluenzae T3T1,Trehalose,production
Haemophilus parainfluenzae T3T1,L-tryptophan,production
Haemophilus parainfluenzae T3T1,tetradecanoate (n-C14:0),production
Haemophilus parainfluenzae T3T1,L-tyrosine,production
Haemophilus parainfluenzae T3T1,uracil,production
Haemophilus parainfluenzae T3T1,Uridine,production
Haemophilus parainfluenzae T3T1,L-valine,production
Parabacteroides distasonis ATCC 8503,"(S)-propane-1,2-diol",production
Parabacteroides distasonis ATCC 8503,N-acetylneuraminate,production
Parabacteroides distasonis ATCC 8503,acetate,production
Parabacteroides distasonis ATCC 8503,Adenosine,production
Parabacteroides distasonis ATCC 8503,Adenosylcobalamin,production
Parabacteroides distasonis ATCC 8503,D-glucose,production
Parabacteroides distasonis ATCC 8503,L-arabinose,production
Parabacteroides distasonis ATCC 8503,L-argininium(1+),production
Parabacteroides distasonis ATCC 8503,L-asparagine,production
Parabacteroides distasonis ATCC 8503,Biotin,production
Parabacteroides distasonis ATCC 8503,cellobiose,production
Parabacteroides distasonis ATCC 8503,Cytidine,production
Parabacteroides distasonis ATCC 8503,laurate,production
Parabacteroides distasonis ATCC 8503,Formate,production
Parabacteroides distasonis ATCC 8503,D-Fructose,production
Parabacteroides distasonis ATCC 8503,D-Galactose,production
Parabacteroides distasonis ATCC 8503,D-Glucosamine,production
Parabacteroides distasonis ATCC 8503,D-gluconate,production
Parabacteroides distasonis ATCC 8503,D-glucuronate,production
Parabacteroides distasonis ATCC 8503,Glycerol,production
Parabacteroides distasonis ATCC 8503,glycolate,production
Parabacteroides distasonis ATCC 8503,Hydrogen,production
Parabacteroides distasonis ATCC 8503,Hydrogen sulfide,production
Parabacteroides distasonis ATCC 8503,Hexadecanoate (n-C16:0),production
Parabacteroides distasonis ATCC 8503,indole-3-acetate,production
Parabacteroides distasonis ATCC 8503,Inosine,production
Parabacteroides distasonis ATCC 8503,"Isobutyrate, 2-Methylpropanoate",production
Parabacteroides distasonis ATCC 8503,"Isovalerate, 3-Methylbutanoate",production
Parabacteroides distasonis ATCC 8503,Lactose,production
Parabacteroides distasonis ATCC 8503,L-leucine,production
Parabacteroides distasonis ATCC 8503,L-lysinium(1+),production
Parabacteroides distasonis ATCC 8503,Maltose,production
Parabacteroides distasonis ATCC 8503,D-Mannose,production
Parabacteroides distasonis ATCC 8503,Melibiose,production
Parabacteroides distasonis ATCC 8503,Nicotinate,production
Parabacteroides distasonis ATCC 8503,Ammonium,production
Parabacteroides distasonis ATCC 8503,Nitrite,production
Parabacteroides distasonis ATCC 8503,octadecanoate (n-C18:0),production
Parabacteroides distasonis ATCC 8503,phenylacetate,production
Parabacteroides distasonis ATCC 8503,Phenylalanine,production
Parabacteroides distasonis ATCC 8503,propionate,production
Parabacteroides distasonis ATCC 8503,L-proline,production
Parabacteroides distasonis ATCC 8503,Putrescine,production
Parabacteroides distasonis ATCC 8503,Pyridoxal,production
Parabacteroides distasonis ATCC 8503,Raffinose,production
Parabacteroides distasonis ATCC 8503,L-Rhamnose,production
Parabacteroides distasonis ATCC 8503,Serine,production
Parabacteroides distasonis ATCC 8503,sulfate,production
Parabacteroides distasonis ATCC 8503,Spermidine,production
Parabacteroides distasonis ATCC 8503,Succinate,production
Parabacteroides distasonis ATCC 8503,Sucrose,production
Parabacteroides distasonis ATCC 8503,L-threonine,production
Parabacteroides distasonis ATCC 8503,Thymidine,production
Parabacteroides distasonis ATCC 8503,Trehalose,production
Parabacteroides distasonis ATCC 8503,tetradecanoate (n-C14:0),production
Parabacteroides distasonis ATCC 8503,Uridine,production
Parabacteroides distasonis ATCC 8503,L-valine,production
Parabacteroides distasonis ATCC 8503,Xanthine,production
Anaerostipes caccae DSM 14662,acetaldehyde,production
Anaerostipes caccae DSM 14662,N-acetyl-D-glucosamine,production
Anaerostipes caccae DSM 14662,acetate,production
Anaerostipes caccae DSM 14662,L-alanine,production
Anaerostipes caccae DSM 14662,D-glucose,production
Anaerostipes caccae DSM 14662,L-arabinose,production
Anaerostipes caccae DSM 14662,L-asparagine,production
Anaerostipes caccae DSM 14662,L-aspartate(1-),production
Anaerostipes caccae DSM 14662,Biotin,production
Anaerostipes caccae DSM 14662,butyrate,production
Anaerostipes caccae DSM 14662,cellobiose,production
Anaerostipes caccae DSM 14662,Choline,production
Anaerostipes caccae DSM 14662,L-cysteine,production
Anaerostipes caccae DSM 14662,ethanol,production
Anaerostipes caccae DSM 14662,Formate,production
Anaerostipes caccae DSM 14662,D-Fructose,production
Anaerostipes caccae DSM 14662,D-Galactose,production
Anaerostipes caccae DSM 14662,L-glutamine,production
Anaerostipes caccae DSM 14662,L-glutamate(1-),production
Anaerostipes caccae DSM 14662,Glycine,production
Anaerostipes caccae DSM 14662,Glycerol,production
Anaerostipes caccae DSM 14662,L-histidine,production
Anaerostipes caccae DSM 14662,L-leucine,production
Anaerostipes caccae DSM 14662,L-lysinium(1+),production
Anaerostipes caccae DSM 14662,Maltose,production
Anaerostipes caccae DSM 14662,D-Mannose,production
Anaerostipes caccae DSM 14662,Melibiose,production
Anaerostipes caccae DSM 14662,L-methionine,production
Anaerostipes caccae DSM 14662,D-Mannitol,production
Anaerostipes caccae DSM 14662,Nicotinate,production
Anaerostipes caccae DSM 14662,Ammonium,production
Anaerostipes caccae DSM 14662,oxalate(2-),production
Anaerostipes caccae DSM 14662,Phenylalanine,production
Anaerostipes caccae DSM 14662,L-proline,production
Anaerostipes caccae DSM 14662,Putrescine,production
Anaerostipes caccae DSM 14662,Pyridoxal,production
Anaerostipes caccae DSM 14662,Raffinose,production
Anaerostipes caccae DSM 14662,Riboflavin,production
Anaerostipes caccae DSM 14662,Serine,production
Anaerostipes caccae DSM 14662,sulfate,production
Anaerostipes caccae DSM 14662,Spermidine,production
Anaerostipes caccae DSM 14662,Succinate,production
Anaerostipes caccae DSM 14662,Sucrose,production
Anaerostipes caccae DSM 14662,L-threonine,production
Anaerostipes caccae DSM 14662,L-tyrosine,production
Anaerostipes caccae DSM 14662,Urea,production
Anaerostipes caccae DSM 14662,Xanthine,production
Bacteroides xylanisolvens SD CC 1b,2-Oxobutanoate,production
Bacteroides xylanisolvens SD CC 1b,N-acetyl-D-glucosamine,production
Bacteroides xylanisolvens SD CC 1b,acetate,production
Bacteroides xylanisolvens SD CC 1b,Adenosine,production
Bacteroides xylanisolvens SD CC 1b,Adenosylcobalamin,production
Bacteroides xylanisolvens SD CC 1b,L-arabinose,production
Bacteroides xylanisolvens SD CC 1b,L-argininium(1+),production
Bacteroides xylanisolvens SD CC 1b,L-asparagine,production
Bacteroides xylanisolvens SD CC 1b,Biotin,production
Bacteroides xylanisolvens SD CC 1b,Cytidine,production
Bacteroides xylanisolvens SD CC 1b,laurate,production
Bacteroides xylanisolvens SD CC 1b,Citrate,production
Bacteroides xylanisolvens SD CC 1b,Formate,production
Bacteroides xylanisolvens SD CC 1b,D-Galactose,production
Bacteroides xylanisolvens SD CC 1b,D-Galacturonate,production
Bacteroides xylanisolvens SD CC 1b,D-glucuronate,production
Bacteroides xylanisolvens SD CC 1b,Guanosine,production
Bacteroides xylanisolvens SD CC 1b,Hydrogen,production
Bacteroides xylanisolvens SD CC 1b,Hexadecanoate (n-C16:0),production
Bacteroides xylanisolvens SD CC 1b,Indole,production
Bacteroides xylanisolvens SD CC 1b,Inosine,production
Bacteroides xylanisolvens SD CC 1b,"Isobutyrate, 2-Methylpropanoate",production
Bacteroides xylanisolvens SD CC 1b,"Isovalerate, 3-Methylbutanoate",production
Bacteroides xylanisolvens SD CC 1b,L-leucine,production
Bacteroides xylanisolvens SD CC 1b,L-lysinium(1+),production
Bacteroides xylanisolvens SD CC 1b,L-methionine,production
Bacteroides xylanisolvens SD CC 1b,Nicotinate,production
Bacteroides xylanisolvens SD CC 1b,Ammonium,production
Bacteroides xylanisolvens SD CC 1b,Nitrite,production
Bacteroides xylanisolvens SD CC 1b,octadecanoate (n-C18:0),production
Bacteroides xylanisolvens SD CC 1b,propionate,production
Bacteroides xylanisolvens SD CC 1b,L-proline,production
Bacteroides xylanisolvens SD CC 1b,Putrescine,production
Bacteroides xylanisolvens SD CC 1b,Pyridoxal,production
Bacteroides xylanisolvens SD CC 1b,L-Rhamnose,production
Bacteroides xylanisolvens SD CC 1b,Serine,production
Bacteroides xylanisolvens SD CC 1b,sulfate,production
Bacteroides xylanisolvens SD CC 1b,Spermidine,production
Bacteroides xylanisolvens SD CC 1b,Succinate,production
Bacteroides xylanisolvens SD CC 1b,L-threonine,production
Bacteroides xylanisolvens SD CC 1b,Thymidine,production
Bacteroides xylanisolvens SD CC 1b,tetradecanoate (n-C14:0),production
Bacteroides xylanisolvens SD CC 1b,uracil,production
Bacteroides xylanisolvens SD CC 1b,Urea,production
Bacteroides xylanisolvens SD CC 1b,Uridine,production
Bacteroides xylanisolvens SD CC 1b,L-valine,production
Bacteroides xylanisolvens SD CC 1b,Xanthine,production
"Prevotella copri CB7, DSM 18205","(S)-propane-1,2-diol",production
"Prevotella copri CB7, DSM 18205",acetate,production
"Prevotella copri CB7, DSM 18205",Adenosine,production
"Prevotella copri CB7, DSM 18205",Adenosylcobalamin,production
"Prevotella copri CB7, DSM 18205",L-arabinose,production
"Prevotella copri CB7, DSM 18205",L-argininium(1+),production
"Prevotella copri CB7, DSM 18205",L-asparagine,production
"Prevotella copri CB7, DSM 18205",cellobiose,production
"Prevotella copri CB7, DSM 18205",Cytidine,production
"Prevotella copri CB7, DSM 18205",laurate,production
"Prevotella copri CB7, DSM 18205",Formate,production
"Prevotella copri CB7, DSM 18205",D-Galacturonate,production
"Prevotella copri CB7, DSM 18205",D-glucose,production
"Prevotella copri CB7, DSM 18205",D-glucuronate,production
"Prevotella copri CB7, DSM 18205",L-glutamate(1-),production
"Prevotella copri CB7, DSM 18205",Guanosine,production
"Prevotella copri CB7, DSM 18205",Hydrogen,production
"Prevotella copri CB7, DSM 18205",Hexadecanoate (n-C16:0),production
"Prevotella copri CB7, DSM 18205",Inosine,production
"Prevotella copri CB7, DSM 18205",Lactose,production
"Prevotella copri CB7, DSM 18205",L-lysinium(1+),production
"Prevotella copri CB7, DSM 18205",Maltose,production
"Prevotella copri CB7, DSM 18205",L-methionine,production
"Prevotella copri CB7, DSM 18205",Nicotinate,production
"Prevotella copri CB7, DSM 18205",Ammonium,production
"Prevotella copri CB7, DSM 18205",octadecanoate (n-C18:0),production
"Prevotella copri CB7, DSM 18205",propionate,production
"Prevotella copri CB7, DSM 18205",Pyridoxal,production
"Prevotella copri CB7, DSM 18205",Raffinose,production
