metabolites_ID,microbes_ID,"edge_types (2 represents intake, 3 represents secretion and 5 represents intake and secretion)"
2001,896,2
2001,832,2
2001,831,2
2001,600,3
2001,571,3
2001,570,5
2001,436,3
2001,435,3
2001,350,2
2001,115,3
2002,1221,2
2003,1106,2
2003,1105,2
2003,1104,2
2003,1103,2
2003,1102,2
2003,835,2
2003,832,2
2003,831,2
2003,134,3
2004,977,2
2004,831,2
2004,586,3
2004,304,2
2004,157,3
2004,134,3
2005,835,2
2005,831,5
2005,586,3
2005,585,3
2005,570,3
2005,560,3
2005,295,3
2005,294,3
2005,293,3
2006,325,3
2006,324,3
2006,303,3
2007,964,2
2007,963,2
2007,877,2
2007,469,2
2007,388,2
2007,1221,2
2008,860,2
2008,324,3
2008,76,2
2009,1221,2
2010,963,2
2010,600,2
2010,587,2
2010,304,2
2010,298,2
2010,157,2
2011,898,3
2011,896,3
2011,602,3
2011,585,3
2011,450,3
2011,350,2
2011,1221,2
2011,324,3
2011,309,3
2011,303,3
2011,298,2
2011,157,3
2011,155,3
2011,149,3
2011,115,2
2011,75,2
2011,44,2
2012,325,3
2012,324,3
2012,309,3
2012,303,3
2013,1221,2
2014,1201,2
2014,1197,2
2014,1169,3
2014,1168,3
2014,1167,3
2014,1144,3
2014,1106,3
2014,1105,3
2014,1104,3
2014,1103,3
2014,1102,3
2014,1087,3
2014,1069,3
2014,1068,3
2014,1067,3
2014,1066,3
2014,1065,3
2014,1064,3
2014,1063,3
2014,1062,3
2014,1061,3
2014,1060,3
2014,1059,3
2014,1058,3
2014,1057,3
2014,1056,3
2014,1055,3
2014,1054,3
2014,1053,3
2014,1052,3
2014,1050,3
2014,1049,3
2014,1048,3
2014,1047,3
2014,1046,3
2014,1045,3
2014,1044,3
2014,1043,3
2014,1000,3
2014,987,3
2014,986,3
2014,985,3
2014,984,3
2014,969,3
2014,968,3
2014,966,3
2014,965,3
2014,964,3
2014,963,3
2014,953,2
2014,952,2
2014,916,3
2014,910,3
2014,899,2
2014,895,3
2014,884,3
2014,883,3
2014,881,3
2014,880,3
2014,879,3
2014,878,3
2014,877,3
2014,876,3
2014,875,3
2014,874,3
2014,873,3
2014,872,3
2014,871,3
2014,870,3
2014,869,3
2014,868,3
2014,867,3
2014,866,3
2014,865,3
2014,864,3
2014,840,3
2014,839,3
2014,835,3
2014,832,3
2014,831,3
2014,820,3
2014,814,3
2014,813,3
2014,796,3
2014,750,3
2014,749,3
2014,748,3
2014,747,3
2014,746,3
2014,745,3
2014,744,3
2014,743,3
2014,742,3
2014,741,3
2014,740,3
2014,739,3
2014,738,3
2014,737,3
2014,736,3
2014,735,3
2014,734,3
2014,733,3
2014,732,3
2014,731,3
2014,730,3
2014,714,3
2014,687,2
2014,686,2
2014,685,2
2014,684,2
2014,683,2
2014,682,5
2014,681,2
2014,671,2
2014,663,2
2014,662,2
2014,654,3
2014,653,3
2014,652,3
2014,608,3
2014,607,3
2014,606,3
2014,605,3
2014,604,3
2014,603,3
2014,602,3
2014,601,3
2014,600,3
2014,599,3
2014,598,3
2014,597,3
2014,596,3
2014,595,3
2014,594,3
2014,593,3
2014,592,3
2014,591,3
2014,590,3
2014,589,3
2014,588,3
2014,587,3
2014,586,3
2014,585,3
2014,584,3
2014,583,3
2014,582,3
2014,581,3
2014,570,5
2014,551,3
2014,522,2
2014,520,2
2014,498,2
2014,497,2
2014,496,5
2014,495,2
2014,494,2
2014,481,5
2014,470,3
2014,469,3
2014,464,5
2014,461,2
2014,460,5
2014,459,2
2014,458,2
2014,457,5
2014,456,5
2014,455,2
2014,454,2
2014,453,2
2014,451,3
2014,450,3
2014,449,3
2014,441,3
2014,440,3
2014,439,3
2014,438,3
2014,437,3
2014,421,3
2014,420,3
2014,411,3
2014,409,2
2014,403,5
2014,402,5
2014,401,5
2014,400,5
2014,399,5
2014,398,5
2014,397,5
2014,396,2
2014,395,2
2014,394,2
2014,388,5
2014,339,5
2014,338,3
2014,337,5
2014,333,2
2014,1221,2
2014,328,3
2014,327,3
2014,326,3
2014,325,3
2014,324,3
2014,323,3
2014,322,3
2014,321,3
2014,320,3
2014,319,3
2014,318,3
2014,317,3
2014,316,3
2014,315,3
2014,314,3
2014,313,5
2014,312,3
2014,311,3
2014,310,3
2014,309,3
2014,308,3
2014,307,3
2014,306,3
2014,305,3
2014,304,3
2014,303,3
2014,302,3
2014,301,3
2014,300,3
2014,299,3
2014,298,3
2014,295,3
2014,294,3
2014,293,3
2014,260,3
2014,216,5
2014,215,5
2014,214,5
2014,162,3
2014,159,3
2014,158,3
2014,157,3
2014,156,3
2014,155,3
2014,154,3
2014,153,3
2014,152,3
2014,151,3
2014,150,3
2014,149,3
2014,137,3
2014,136,3
2014,135,3
2014,134,3
2014,133,3
2014,132,3
2014,131,3
2014,130,3
2014,129,3
2014,128,3
2014,127,3
2014,126,3
2014,125,3
2014,124,3
2014,123,3
2014,122,3
2014,121,3
2014,120,3
2014,119,3
2014,115,3
2014,96,3
2014,95,3
2014,94,3
2014,83,3
2014,76,3
2014,75,5
2014,34,3
2014,33,3
2014,32,3
2014,31,3
2014,30,3
2014,9,3
2014,6,3
2014,5,3
2014,4,3
2014,3,3
2015,832,2
2015,831,2
2015,600,3
2016,1221,2
2016,328,3
2016,327,3
2016,326,3
2016,325,3
2016,324,3
2016,323,3
2016,322,3
2016,321,3
2016,320,3
2016,319,3
2016,318,3
2016,317,3
2016,316,3
2016,315,3
2016,314,3
2016,313,3
2016,312,3
2016,311,3
2016,310,3
2016,309,3
2016,308,3
2016,307,3
2016,306,3
2016,305,3
2016,304,3
2016,303,3
2016,302,3
2016,301,3
2016,300,3
2016,299,3
2016,298,3
2016,115,3
2017,1221,2
2018,1221,2
2019,1077,3
2019,1027,2
2019,1007,2
2019,1006,2
2019,977,3
2019,964,2
2019,896,2
2019,886,2
2019,884,3
2019,877,2
2019,862,2
2019,812,2
2019,726,3
2019,723,2
2019,659,3
2019,631,3
2019,601,3
2019,590,2
2019,570,5
2019,450,5
2019,381,2
2019,346,2
2019,1221,2
2019,157,3
2019,153,3
2019,152,3
2019,136,2
2019,134,2
2019,126,2
2019,124,2
2019,115,2
2019,109,3
2020,17,2
2020,16,2
2022,37,2
2023,963,2
2023,215,2
2024,1221,2
2025,1221,2
2027,1221,2
2028,566,3
2028,503,3
2028,1221,2
2029,496,2
2030,1106,2
2030,1104,2
2030,698,2
2030,570,2
2030,496,2
2031,496,2
2032,346,2
2032,194,2
2033,698,2
2033,684,2
2033,681,2
2033,450,2
2033,5,2
2034,964,2
2034,832,2
2034,663,2
2034,388,2
2034,1221,3
2034,126,2
2035,1064,2
2035,1046,2
2035,1027,2
2035,964,2
2035,963,2
2035,934,2
2035,925,2
2035,923,2
2035,807,2
2035,806,2
2035,632,2
2035,629,2
2035,587,2
2035,581,2
2035,469,2
2035,450,3
2035,381,2
2035,1221,2
2035,327,2
2035,324,2
2035,304,2
2035,303,2
2035,298,2
2035,194,2
2035,189,2
2035,186,2
2035,182,2
2035,157,3
2035,152,3
2035,149,3
2035,145,3
2035,115,2
2036,1106,2
2036,1105,2
2036,1104,2
2036,1103,2
2036,1102,2
2036,835,2
2036,832,2
2036,831,2
2036,714,2
2036,496,2
2036,301,3
2036,298,3
2036,159,2
2037,157,3
2037,134,3
2037,129,3
2038,1106,2
2038,1105,2
2038,1104,2
2038,1103,2
2038,1102,2
2038,1087,3
2038,953,3
2038,952,3
2038,877,2
2038,838,3
2038,837,3
2038,835,2
2038,832,3
2038,796,3
2038,654,3
2038,496,2
2038,484,3
2038,483,3
2038,482,3
2038,481,3
2038,480,3
2038,479,3
2038,464,3
2038,461,3
2038,460,3
2038,459,3
2038,458,3
2038,457,3
2038,456,3
2038,455,3
2038,454,3
2038,453,3
2038,438,3
2038,403,2
2038,402,2
2038,401,2
2038,400,2
2038,399,2
2038,398,2
2038,397,2
2038,396,2
2038,395,2
2038,394,2
2038,384,2
2038,339,3
2038,338,3
2038,337,3
2038,1221,2
2038,328,3
2038,327,3
2038,326,3
2038,325,3
2038,324,3
2038,323,3
2038,322,3
2038,321,3
2038,320,3
2038,319,3
2038,318,3
2038,317,3
2038,316,3
2038,315,3
2038,314,3
2038,313,3
2038,312,3
2038,311,3
2038,310,3
2038,309,3
2038,308,3
2038,307,3
2038,306,3
2038,305,3
2038,304,3
2038,303,3
2038,302,3
2038,301,3
2038,300,3
2038,299,3
2038,298,3
2038,260,3
2038,216,3
2038,215,3
2038,214,3
2038,157,3
2038,137,3
2038,136,3
2038,135,3
2038,134,3
2038,133,3
2038,132,3
2038,131,3
2038,130,3
2038,129,3
2038,128,3
2038,127,3
2038,126,3
2038,125,3
2038,124,3
2038,123,3
2038,122,3
2038,121,3
2038,120,3
2038,119,3
2038,76,3
2038,75,3
2038,71,3
2038,70,3
2038,69,3
2038,68,3
2038,67,3
2038,9,3
2040,450,3
2040,436,3
2040,322,3
2040,236,3
2041,1104,2
2041,313,3
2041,17,2
2041,16,2
2042,714,2
2042,689,2
2042,688,2
2042,684,2
2042,683,2
2042,682,2
2042,1221,2
2042,83,2
2042,5,2
2043,1091,2
2043,1087,2
2043,1046,2
2043,968,2
2043,965,2
2043,963,2
2043,952,2
2043,916,2
2043,877,2
2043,870,2
2043,812,2
2043,653,2
2043,652,2
2043,625,2
2043,624,2
2043,623,2
2043,570,2
2043,551,2
2043,471,2
2043,469,2
2043,460,2
2043,457,2
2043,339,2
2043,331,2
2043,330,2
2043,329,2
2043,328,2
2043,306,2
2043,298,2
2043,260,2
2043,216,2
2043,215,2
2043,162,2
2043,153,2
2043,149,2
2043,137,2
2043,135,2
2043,134,2
2043,129,2
2043,76,2
2043,39,2
2043,37,2
2043,28,2
2043,3,2
2044,916,2
2044,469,2
2044,328,2
2044,153,2
2046,632,3
2046,600,3
2046,597,3
2046,594,3
2046,592,3
2046,586,3
2046,585,3
2046,581,3
2046,450,2
2046,323,2
2046,320,5
2046,314,2
2046,312,2
2046,311,2
2046,157,3
2046,153,3
2046,152,3
2046,151,3
2046,149,3
2046,136,3
2046,134,2
2046,128,2
2046,126,5
2048,1221,2
2049,632,3
2049,600,3
2049,597,3
2049,594,3
2049,592,3
2049,586,3
2049,585,3
2049,581,3
2049,450,2
2049,323,2
2049,320,5
2049,314,2
2049,312,2
2049,311,2
2049,157,3
2049,153,3
2049,152,3
2049,151,3
2049,149,3
2049,136,3
2049,134,2
2049,128,2
2049,126,5
2050,1059,2
2050,831,2
2050,1221,2
2052,698,2
2052,17,2
2052,16,2
2052,9,2
2053,600,2
2053,570,2
2053,1221,2
2053,39,2
2053,38,2
2053,17,2
2053,16,2
2053,9,2
2053,7,2
2055,1220,3
2055,1169,3
2055,1152,2
2055,1144,3
2055,1134,3
2055,1106,5
2055,1104,5
2055,1102,3
2055,1091,3
2055,1069,3
2055,1068,3
2055,1067,3
2055,1066,3
2055,1065,3
2055,1064,3
2055,1063,3
2055,1062,3
2055,1061,3
2055,1060,3
2055,1059,3
2055,1058,3
2055,1057,3
2055,1056,3
2055,1055,3
2055,1054,3
2055,1053,3
2055,1052,3
2055,1050,3
2055,1049,3
2055,1048,3
2055,1047,3
2055,1046,3
2055,1045,3
2055,1044,3
2055,1043,3
2055,1000,3
2055,965,5
2055,963,3
2055,952,3
2055,911,3
2055,896,5
2055,884,3
2055,883,3
2055,860,3
2055,840,3
2055,839,3
2055,835,5
2055,832,2
2055,820,3
2055,804,3
2055,750,3
2055,749,3
2055,748,3
2055,747,3
2055,746,3
2055,745,3
2055,744,3
2055,743,3
2055,742,3
2055,741,3
2055,740,3
2055,739,3
2055,738,3
2055,737,3
2055,736,3
2055,735,3
2055,734,3
2055,733,3
2055,732,3
2055,731,3
2055,730,3
2055,702,3
2055,691,2
2055,689,2
2055,687,2
2055,686,2
2055,684,5
2055,683,5
2055,682,5
2055,681,5
2055,679,2
2055,673,2
2055,672,2
2055,671,2
2055,666,2
2055,663,2
2055,662,2
2055,661,2
2055,652,3
2055,629,3
2055,628,3
2055,627,3
2055,626,3
2055,607,3
2055,606,3
2055,605,3
2055,604,3
2055,603,3
2055,602,3
2055,601,3
2055,600,3
2055,599,3
2055,598,3
2055,597,3
2055,596,3
2055,595,3
2055,594,3
2055,593,3
2055,592,3
2055,591,3
2055,590,3
2055,589,3
2055,588,3
2055,587,3
2055,586,3
2055,585,3
2055,584,3
2055,583,3
2055,582,3
2055,581,3
2055,571,3
2055,570,3
2055,558,2
2055,541,3
2055,497,3
2055,496,3
2055,469,5
2055,464,3
2055,461,3
2055,460,3
2055,459,3
2055,458,3
2055,457,5
2055,456,3
2055,455,3
2055,454,3
2055,453,3
2055,451,3
2055,450,3
2055,449,3
2055,420,3
2055,409,3
2055,403,5
2055,402,2
2055,401,2
2055,400,2
2055,399,2
2055,398,2
2055,397,2
2055,388,2
2055,387,2
2055,339,3
2055,1221,5
2055,328,3
2055,327,3
2055,326,3
2055,325,3
2055,324,3
2055,323,3
2055,322,3
2055,321,3
2055,320,3
2055,319,3
2055,318,3
2055,317,3
2055,316,3
2055,315,3
2055,314,3
2055,313,3
2055,312,3
2055,311,3
2055,310,3
2055,309,3
2055,308,3
2055,307,3
2055,306,3
2055,305,3
2055,304,3
2055,303,3
2055,302,3
2055,301,3
2055,300,3
2055,299,3
2055,298,3
2055,287,2
2055,229,2
2055,216,3
2055,215,3
2055,214,3
2055,162,2
2055,137,5
2055,136,5
2055,135,5
2055,134,5
2055,133,5
2055,132,5
2055,131,5
2055,130,5
2055,129,5
2055,128,5
2055,127,5
2055,126,5
2055,125,5
2055,124,5
2055,123,5
2055,122,5
2055,121,5
2055,120,5
2055,119,5
2055,117,3
2055,116,3
2055,115,3
2055,114,3
2055,113,3
2055,112,3
2055,111,3
2055,110,3
2055,109,3
2055,108,3
2055,107,3
2055,106,3
2055,105,3
2055,104,3
2055,103,3
2055,102,3
2055,101,3
2055,100,3
2055,99,3
2055,98,3
2055,75,3
2055,44,3
2055,13,2
2055,10,2
2055,9,3
2055,5,2
2055,3,3
2056,1104,2
2056,313,2
2058,1221,2
2059,1221,2
2060,1091,2
2060,1089,2
2060,1004,2
2060,968,2
2060,952,2
2060,877,2
2060,870,2
2060,796,2
2060,698,2
2060,653,2
2060,652,2
2060,570,2
2060,551,2
2060,457,2
2060,421,2
2060,338,2
2060,1221,2
2060,298,2
2060,216,2
2060,215,2
2060,137,2
2060,134,2
2060,129,2
2060,39,2
2060,38,2
2060,28,2
2060,17,2
2060,16,2
2061,1091,2
2061,1087,2
2061,1069,2
2061,1064,2
2061,1059,2
2061,964,2
2061,952,2
2061,826,2
2061,796,2
2061,652,2
2061,629,2
2061,607,2
2061,606,2
2061,605,2
2061,604,2
2061,603,2
2061,602,2
2061,601,2
2061,600,2
2061,599,2
2061,598,2
2061,597,2
2061,596,2
2061,595,2
2061,594,2
2061,593,2
2061,592,2
2061,591,2
2061,590,2
2061,589,2
2061,588,2
2061,587,2
2061,586,2
2061,585,2
2061,584,2
2061,583,2
2061,582,2
2061,581,2
2061,551,2
2061,471,2
2061,464,2
2061,460,2
2061,421,2
2061,420,2
2061,339,2
2061,338,2
2061,337,2
2061,1221,2
2061,330,2
2061,309,2
2061,260,2
2061,216,2
2061,215,2
2061,162,2
2061,158,2
2061,157,2
2061,156,2
2061,155,2
2061,154,2
2061,153,2
2061,152,2
2061,151,2
2061,150,2
2061,149,2
2061,137,2
2061,136,2
2061,135,2
2061,134,2
2061,133,2
2061,132,2
2061,131,2
2061,130,2
2061,129,2
2061,128,2
2061,127,2
2061,126,2
2061,125,2
2061,124,2
2061,123,2
2061,122,2
2061,121,2
2061,120,2
2061,119,2
2061,76,2
2061,75,2
2061,28,2
2061,6,2
2062,450,2
2063,157,2
2063,155,2
2063,154,2
2063,153,2
2063,151,2
2064,1091,2
2064,1089,2
2064,1087,2
2064,969,2
2064,850,2
2064,796,2
2064,698,2
2064,652,2
2064,471,2
2064,450,2
2064,421,2
2064,420,2
2064,338,2
2064,1221,2
2064,330,2
2064,317,2
2064,298,2
2064,260,2
2064,216,2
2064,215,2
2064,162,2
2064,158,2
2064,157,2
2064,156,2
2064,155,2
2064,154,2
2064,153,2
2064,152,2
2064,151,2
2064,150,2
2064,149,2
2064,137,2
2064,134,2
2064,129,2
2064,124,2
2064,76,2
2064,68,2
2064,17,2
2064,16,2
2064,8,2
2064,6,2
2065,471,2
2065,450,2
2065,216,2
2065,136,2
2065,134,2
2065,129,2
2065,126,2
2065,124,2
2066,698,2
2066,570,2
2066,450,2
2066,7,2
2067,471,2
2067,421,2
2067,1221,2
2067,329,2
2067,158,2
2067,157,2
2067,155,2
2067,154,2
2067,153,2
2067,152,2
2067,151,2
2067,136,2
2067,134,2
2067,129,2
2067,126,2
2067,124,2
2068,1220,2
2068,1201,2
2068,1144,2
2068,1134,2
2068,1128,2
2068,1127,2
2068,1126,2
2068,1125,2
2068,1124,2
2068,1091,2
2068,1089,2
2068,1087,2
2068,1057,2
2068,1053,2
2068,1046,2
2068,1013,2
2068,1004,2
2068,987,2
2068,986,2
2068,985,2
2068,984,2
2068,968,2
2068,963,2
2068,952,2
2068,918,2
2068,917,2
2068,916,2
2068,911,2
2068,899,2
2068,896,2
2068,884,2
2068,883,2
2068,877,2
2068,870,2
2068,850,2
2068,839,2
2068,814,2
2068,812,2
2068,796,2
2068,666,2
2068,654,2
2068,653,2
2068,652,2
2068,629,2
2068,625,2
2068,624,2
2068,623,2
2068,600,2
2068,597,2
2068,592,2
2068,583,2
2068,581,2
2068,570,2
2068,551,2
2068,522,2
2068,521,2
2068,520,2
2068,513,2
2068,512,2
2068,481,2
2068,471,2
2068,469,2
2068,464,2
2068,460,2
2068,457,2
2068,456,2
2068,455,2
2068,450,2
2068,438,2
2068,421,2
2068,420,2
2068,401,2
2068,339,2
2068,338,2
2068,1221,2
2068,331,2
2068,330,2
2068,329,2
2068,328,2
2068,324,2
2068,309,2
2068,306,2
2068,304,2
2068,303,2
2068,301,2
2068,298,2
2068,260,2
2068,216,2
2068,215,2
2068,195,2
2068,162,2
2068,161,2
2068,157,2
2068,153,2
2068,152,2
2068,151,2
2068,149,2
2068,137,2
2068,134,2
2068,129,2
2068,126,2
2068,98,2
2068,83,2
2068,76,2
2068,75,2
2068,71,2
2068,70,2
2068,69,2
2068,68,2
2068,67,2
2068,44,2
2068,40,2
2068,38,2
2068,28,2
2068,17,2
2068,16,2
2068,11,2
2068,8,2
2068,6,2
2069,698,2
2069,450,2
2069,216,2
2069,157,2
2069,136,2
2069,134,2
2069,129,2
2069,126,2
2069,124,2
2069,28,2
2070,698,2
2070,1221,2
2070,134,2
2071,1069,2
2071,1068,2
2071,1067,2
2071,1066,2
2071,1065,2
2071,1064,2
2071,1063,2
2071,1062,2
2071,1061,2
2071,1060,2
2071,1059,2
2071,1058,2
2071,1057,2
2071,1056,2
2071,1055,2
2071,1054,2
2071,1053,2
2071,1052,2
2071,1050,2
2071,1049,2
2071,1048,2
2071,1047,2
2071,1046,2
2071,1045,2
2071,1044,2
2071,1043,2
2071,1004,2
2071,726,2
2071,605,2
2071,602,2
2071,601,3
2071,600,2
2071,599,2
2071,592,2
2071,591,5
2071,590,2
2071,587,2
2071,581,2
2071,551,2
2071,337,2
2071,309,2
2071,152,2
2071,137,2
2071,37,2
2071,28,2
2071,17,2
2071,16,2
2072,1091,2
2072,1087,2
2072,1004,2
2072,968,2
2072,839,2
2072,814,2
2072,812,2
2072,796,2
2072,653,2
2072,652,2
2072,624,2
2072,623,2
2072,581,2
2072,551,2
2072,471,2
2072,339,2
2072,1221,2
2072,330,2
2072,329,2
2072,298,2
2072,260,2
2072,216,2
2072,215,2
2072,162,2
2072,145,2
2072,137,2
2072,134,2
2072,129,2
2072,76,2
2072,71,2
2072,70,2
2072,69,2
2072,68,2
2072,67,2
2072,55,2
2072,17,2
2072,8,2
2073,969,2
2073,968,2
2073,967,2
2073,966,2
2073,965,2
2073,964,2
2073,963,2
2073,158,2
2073,157,2
2073,156,2
2073,155,2
2073,154,2
2073,153,2
2073,152,2
2073,151,2
2073,150,2
2073,149,2
2073,137,2
2073,135,2
2073,134,2
2073,129,2
2074,698,2
2074,551,2
2074,450,2
2074,438,2
2074,1221,2
2074,330,2
2074,329,2
2074,153,2
2074,134,2
2074,129,2
2074,17,2
2074,16,2
2075,1007,2
2075,1006,2
2075,1005,2
2075,1004,2
2075,977,2
2075,551,2
2075,421,2
2075,1221,2
2075,309,2
2075,137,2
2075,39,2
2075,28,2
2075,17,2
2075,16,2
2076,602,2
2076,599,2
2076,593,2
2076,591,2
2076,587,2
2076,441,2
2076,440,2
2076,439,2
2076,438,2
2076,437,2
2077,450,2
2078,1087,2
2078,625,2
2078,623,2
2078,76,2
2079,1091,2
2079,1089,2
2079,1004,2
2079,968,2
2079,952,2
2079,877,2
2079,870,2
2079,814,2
2079,812,2
2079,698,2
2079,653,2
2079,652,2
2079,570,2
2079,551,2
2079,522,2
2079,471,2
2079,421,2
2079,338,2
2079,1221,2
2079,298,2
2079,216,2
2079,215,2
2079,157,2
2079,137,2
2079,134,2
2079,129,2
2079,28,2
2079,8,2
2080,726,2
2081,632,3
2081,600,3
2081,597,3
2081,594,3
2081,592,3
2081,586,3
2081,585,3
2081,581,3
2081,323,3
2081,320,3
2081,314,3
2081,312,3
2081,311,3
2081,159,3
2081,157,3
2081,153,3
2081,152,3
2081,151,3
2081,149,3
2081,136,3
2081,134,3
2081,126,3
2082,1144,2
2082,1087,2
2082,964,2
2082,600,2
2082,593,2
2082,591,2
2082,587,2
2082,585,2
2082,581,2
2082,471,2
2082,328,2
2082,327,2
2082,326,2
2082,325,2
2082,324,2
2082,323,2
2082,322,2
2082,321,2
2082,320,2
2082,319,2
2082,318,2
2082,317,2
2082,316,2
2082,315,2
2082,314,2
2082,313,2
2082,312,2
2082,311,2
2082,310,2
2082,309,2
2082,308,2
2082,307,2
2082,306,2
2082,305,2
2082,304,2
2082,303,2
2082,302,2
2082,301,2
2082,300,2
2082,299,2
2082,298,2
2082,216,2
2082,215,2
2082,214,2
2082,158,2
2082,157,2
2082,153,2
2082,149,2
2082,136,2
2082,134,2
2082,133,2
2082,129,2
2082,126,2
2082,119,2
2082,76,2
2083,697,2
2084,682,2
2085,685,2
2085,684,2
2085,683,2
2085,682,2
2085,677,2
2085,464,3
2085,450,3
2085,320,3
2085,157,3
2085,152,3
2085,149,3
2085,134,3
2085,129,3
2085,126,3
2087,1104,2
2088,551,2
2089,1220,3
2089,1106,2
2089,1105,2
2089,1104,2
2089,1103,2
2089,1102,2
2089,1069,3
2089,1068,3
2089,1067,3
2089,1066,3
2089,1065,3
2089,1064,3
2089,1063,3
2089,1062,3
2089,1061,3
2089,1060,3
2089,1059,3
2089,1058,3
2089,1057,3
2089,1056,3
2089,1055,3
2089,1054,3
2089,1053,3
2089,1052,3
2089,1050,3
2089,1049,3
2089,1048,3
2089,1047,3
2089,1046,3
2089,1045,3
2089,1044,3
2089,1043,3
2089,969,3
2089,964,3
2089,963,3
2089,896,3
2089,835,2
2089,832,2
2089,831,5
2089,714,2
2089,663,2
2089,629,3
2089,628,3
2089,627,3
2089,626,3
2089,608,3
2089,607,3
2089,606,3
2089,605,3
2089,604,3
2089,603,3
2089,602,3
2089,601,3
2089,600,3
2089,599,3
2089,598,3
2089,597,3
2089,596,3
2089,595,3
2089,594,3
2089,593,3
2089,592,3
2089,591,3
2089,590,3
2089,589,3
2089,588,3
2089,587,3
2089,586,3
2089,585,3
2089,584,3
2089,583,3
2089,582,3
2089,581,3
2089,570,3
2089,498,2
2089,497,2
2089,496,2
2089,495,2
2089,494,2
2089,460,3
2089,456,2
2089,451,3
2089,450,3
2089,449,3
2089,421,3
2089,420,3
2089,403,2
2089,402,2
2089,401,2
2089,400,2
2089,399,2
2089,398,2
2089,397,2
2089,395,2
2089,388,2
2089,339,3
2089,331,3
2089,330,3
2089,329,3
2089,328,3
2089,327,3
2089,326,3
2089,325,3
2089,324,3
2089,323,3
2089,322,3
2089,321,3
2089,320,3
2089,319,3
2089,318,3
2089,317,3
2089,316,3
2089,315,3
2089,314,3
2089,313,5
2089,312,3
2089,311,3
2089,310,3
2089,309,3
2089,308,3
2089,307,3
2089,306,3
2089,305,3
2089,304,3
2089,303,3
2089,302,3
2089,301,3
2089,300,3
2089,299,3
2089,298,3
2089,162,3
2089,159,2
2089,158,3
2089,157,3
2089,156,3
2089,155,3
2089,154,3
2089,153,3
2089,152,3
2089,151,3
2089,150,3
2089,149,3
2089,134,3
2089,98,3
2089,44,3
2089,4,2
2089,3,3
2090,831,2
2090,570,2
2090,16,2
2091,1067,3
2091,1057,2
2091,734,2
2091,608,5
2091,601,3
2091,600,3
2091,592,2
2091,591,3
2091,587,5
2091,585,3
2091,581,3
2091,450,3
2091,438,3
2091,1221,2
2091,327,2
2091,318,2
2091,158,3
2091,157,3
2091,155,3
2091,154,3
2091,153,3
2091,152,3
2091,151,5
2091,149,3
2091,145,3
2092,1061,3
2092,1027,3
2092,900,2
2092,896,3
2092,698,2
2092,697,2
2092,570,3
2092,450,3
2092,438,3
2093,1197,2
2093,1176,3
2093,1106,3
2093,1105,3
2093,1104,3
2093,1103,3
2093,1102,3
2093,1007,3
2093,1006,3
2093,1005,3
2093,1004,3
2093,1000,2
2093,977,3
2093,969,3
2093,968,3
2093,966,3
2093,965,3
2093,964,3
2093,953,3
2093,952,3
2093,934,3
2093,918,2
2093,899,2
2093,835,3
2093,831,3
2093,804,3
2093,714,2
2093,698,2
2093,697,2
2093,694,2
2093,690,2
2093,689,2
2093,688,2
2093,687,2
2093,686,2
2093,682,3
2093,678,2
2093,675,2
2093,674,2
2093,673,2
2093,672,2
2093,671,2
2093,670,2
2093,663,2
2093,662,2
2093,652,2
2093,608,3
2093,600,3
2093,587,3
2093,570,2
2093,497,2
2093,469,3
2093,464,3
2093,461,3
2093,460,3
2093,459,3
2093,458,3
2093,457,3
2093,456,3
2093,455,3
2093,454,3
2093,453,3
2093,451,3
2093,450,3
2093,449,3
2093,421,3
2093,420,3
2093,403,5
2093,402,2
2093,401,2
2093,400,2
2093,399,2
2093,398,2
2093,397,2
2093,385,3
2093,384,2
2093,339,3
2093,331,3
2093,330,3
2093,329,3
2093,328,3
2093,234,2
2093,216,3
2093,215,3
2093,214,3
2093,162,2
2093,159,2
2093,158,3
2093,157,3
2093,156,3
2093,155,3
2093,154,3
2093,153,3
2093,152,3
2093,151,3
2093,150,3
2093,149,3
2093,136,3
2093,134,3
2093,133,3
2093,119,3
2093,96,3
2093,95,3
2093,94,3
2093,75,3
2093,5,2
2094,964,2
2094,953,2
2094,952,2
2094,600,2
2094,593,2
2094,587,2
2094,581,2
2094,469,2
2094,464,2
2094,457,2
2094,421,2
2094,339,2
2094,338,2
2094,304,2
2094,216,2
2094,215,2
2094,158,2
2094,157,2
2094,153,2
2094,152,2
2094,151,2
2094,149,2
2094,135,2
2094,134,2
2094,129,2
2094,126,2
2094,75,2
2097,726,2
2097,503,2
2098,1004,2
2098,884,2
2098,832,2
2098,831,2
2098,727,2
2098,698,2
2098,602,2
2098,601,2
2098,599,2
